epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1481.45,1.58905,1.11007,0.93789,0.65941,0.42367,0.45155,0.23515,1.69163,1.27395,0.95725,0.0008317,0.0008317,0.0008317
19,1564.86,1.59304,1.11205,0.92986,0.74388,0.45136,0.524,0.26984,1.61787,1.17914,0.93712,0.0008218,0.0008218,0.0008218
20,1648.07,1.56435,1.07064,0.92997,0.66863,0.52003,0.54755,0.28466,1.60715,1.14019,0.93803,0.0008119,0.0008119,0.0008119
21,1731.5,1.56808,1.06162,0.92883,0.53431,0.54225,0.55901,0.291,1.57593,1.09506,0.93022,0.000802,0.000802,0.000802
22,1814.5,1.5449,1.04544,0.92646,0.72387,0.4557,0.52282,0.26781,1.64907,1.16677,0.93933,0.0007921,0.0007921,0.0007921
23,1898.04,1.54179,1.03712,0.92772,0.5614,0.47669,0.50918,0.25959,1.63186,1.25184,0.94285,0.0007822,0.0007822,0.0007822
24,1981.68,1.53225,1.02613,0.92574,0.54625,0.41525,0.49211,0.25974,1.64736,1.26711,0.95416,0.0007723,0.0007723,0.0007723
25,2065.27,1.50836,0.99835,0.91791,0.56795,0.55415,0.57482,0.30189,1.57401,1.04766,0.93432,0.0007624,0.0007624,0.0007624
26,2148.88,1.50022,0.98172,0.92,0.54109,0.57631,0.56484,0.28942,1.60007,1.14931,0.93256,0.0007525,0.0007525,0.0007525
27,2232.18,1.51127,0.98048,0.91883,0.57395,0.57134,0.57133,0.30423,1.5584,1.08828,0.92472,0.0007426,0.0007426,0.0007426
28,2315.33,1.48484,0.97126,0.91466,0.57019,0.54466,0.55377,0.27774,1.63435,1.11655,0.93562,0.0007327,0.0007327,0.0007327
29,2398.91,1.48435,0.95506,0.91461,0.56357,0.62737,0.61156,0.31892,1.53709,1.02067,0.92388,0.0007228,0.0007228,0.0007228
30,2482.48,1.45832,0.92398,0.90768,0.60705,0.50387,0.58803,0.31492,1.50999,1.06139,0.91937,0.0007129,0.0007129,0.0007129
31,2565.92,1.47014,0.938,0.914,0.56801,0.52811,0.57791,0.30376,1.59415,1.04541,0.93309,0.000703,0.000703,0.000703
32,2651.92,1.44752,0.909,0.90887,0.57938,0.54597,0.57767,0.30475,1.53498,1.10317,0.92388,0.0006931,0.0006931,0.0006931
33,2735.32,1.4365,0.90047,0.90143,0.65527,0.5813,0.61922,0.33001,1.53289,1.0399,0.92417,0.0006832,0.0006832,0.0006832
34,2817.29,1.43892,0.90917,0.90429,0.55297,0.5084,0.56378,0.30919,1.52228,1.06285,0.92223,0.0006733,0.0006733,0.0006733
35,2897.66,1.42229,0.89613,0.90203,0.55185,0.5667,0.58304,0.30898,1.56012,1.04674,0.92597,0.0006634,0.0006634,0.0006634
36,2978.16,1.41998,0.88239,0.89797,0.62603,0.62565,0.6327,0.33685,1.50844,1.00756,0.9216,0.0006535,0.0006535,0.0006535
37,3059.68,1.40107,0.87083,0.89555,0.70293,0.59802,0.65113,0.34771,1.48232,0.95882,0.91079,0.0006436,0.0006436,0.0006436
38,3142.35,1.38882,0.86946,0.89618,0.63776,0.62926,0.64127,0.34307,1.50145,0.96994,0.91937,0.0006337,0.0006337,0.0006337
39,3222.71,1.37492,0.83855,0.8947,0.6029,0.59142,0.60061,0.32607,1.53743,0.98971,0.92507,0.0006238,0.0006238,0.0006238
40,3303.42,1.3924,0.84131,0.89283,0.63987,0.59037,0.63608,0.34664,1.4976,0.97636,0.91664,0.0006139,0.0006139,0.0006139
41,3384.79,1.40005,0.84875,0.8908,0.57665,0.64412,0.64652,0.36214,1.42053,0.91555,0.90587,0.000604,0.000604,0.000604
42,3466.25,1.38063,0.82949,0.89294,0.61975,0.62219,0.63894,0.33921,1.49941,0.97562,0.91361,0.0005941,0.0005941,0.0005941
43,3546.14,1.38517,0.8274,0.89315,0.60986,0.634,0.65336,0.35772,1.46063,0.93691,0.91583,0.0005842,0.0005842,0.0005842
44,3626.22,1.3614,0.80861,0.88834,0.61143,0.60112,0.6237,0.34258,1.46277,0.93986,0.90917,0.0005743,0.0005743,0.0005743
45,3708.72,1.34481,0.80827,0.88728,0.70211,0.5305,0.63746,0.33583,1.49478,0.98527,0.91369,0.0005644,0.0005644,0.0005644
46,3789.39,1.34987,0.80742,0.88314,0.7037,0.59406,0.65137,0.36099,1.45446,0.9346,0.91065,0.0005545,0.0005545,0.0005545
47,3869.35,1.32779,0.78187,0.88263,0.63766,0.5814,0.62609,0.34658,1.46361,0.94907,0.91119,0.0005446,0.0005446,0.0005446
48,3949.35,1.32986,0.78592,0.87955,0.64283,0.5512,0.62324,0.34375,1.4597,0.97822,0.90929,0.0005347,0.0005347,0.0005347
49,4031.65,1.34138,0.78665,0.88585,0.65934,0.55906,0.6354,0.34939,1.44772,0.97456,0.91002,0.0005248,0.0005248,0.0005248
50,4114.79,1.32134,0.78638,0.88116,0.6401,0.6077,0.63606,0.35093,1.45138,0.93187,0.90539,0.0005149,0.0005149,0.0005149
51,4197.87,1.33009,0.78005,0.88286,0.65206,0.60382,0.64317,0.34871,1.43766,0.94719,0.90322,0.000505,0.000505,0.000505
