epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,100.737,1.39867,4.50073,0.95275,0,0,0,0,3.5399,14.8715,1.20757,0.00066082,0.00066082,0.00066082
17,107.096,1.32362,2.79435,0.93961,0,0,0,0,3.27135,12.3871,1.20938,0.0006832,0.0006832,0.0006832
18,113.337,1.92633,13.9151,1.01206,0,0,0,0,3.27135,12.3871,1.20938,0.000703204,0.000703204,0.000703204
19,119.508,1.24579,3.11496,0.88422,0,0,0,0,3.27135,12.3871,1.20938,0.000720832,0.000720832,0.000720832
20,125.896,1.29968,2.7824,0.91017,0,0,0,0,2.96296,8.61466,1.19339,0.000736084,0.000736084,0.000736084
21,132.073,1.26324,12.2732,0.6604,0,0,0,0,2.96296,8.61466,1.19339,0.00074896,0.00074896,0.00074896
22,138.498,1.00428,9.56261,0.65221,0,0,0,0,2.96296,8.61466,1.19339,0.00075946,0.00075946,0.00075946
23,144.636,1.44664,3.1042,0.9747,0,0,0,0,2.96296,8.61466,1.19339,0.000767584,0.000767584,0.000767584
24,151.069,1.55582,3.46715,0.952,0,0,0,0,2.83796,9.76554,1.20336,0.000773332,0.000773332,0.000773332
25,157.64,1.23765,2.97896,0.91534,0,0,0,0,2.83796,9.76554,1.20336,0.000776704,0.000776704,0.000776704
26,165.101,1.86406,4.10271,1.12137,0,0,0,0,2.83796,9.76554,1.20336,0.0007777,0.0007777,0.0007777
27,172.258,1.57516,4.53414,1.10657,0,0,0,0,2.83796,9.76554,1.20336,0.00077632,0.00077632,0.00077632
28,180.202,1.33003,2.77876,0.9585,0,0,0,0,2.83796,9.76554,1.20336,0.000772564,0.000772564,0.000772564
29,187.295,1.58686,3.62681,1.06483,0,0,0,0,2.78599,8.56967,1.21747,0.000766432,0.000766432,0.000766432
30,193.41,1.54962,2.79311,1.04153,0,0,0,0,2.78599,8.56967,1.21747,0.000757924,0.000757924,0.000757924
31,199.512,1.16831,3.66611,0.98983,0,0,0,0,2.78599,8.56967,1.21747,0.00074704,0.00074704,0.00074704
32,205.702,0.8239,11.7695,0.61916,0,0,0,0,2.78599,8.56967,1.21747,0.00073378,0.00073378,0.00073378
33,211.625,1.45569,3.41819,1.06552,0,0,0,0,2.78599,8.56967,1.21747,0.000718144,0.000718144,0.000718144
34,217.764,1.28169,4.08928,0.96009,0,0,0,0,2.80571,9.60852,1.19489,0.0006932,0.0006932,0.0006932
35,223.807,1.25651,2.9827,0.97218,0,0,0,0,2.80571,9.60852,1.19489,0.0006536,0.0006536,0.0006536
36,229.621,1.22141,3.27588,0.96027,0,0,0,0,2.80571,9.60852,1.19489,0.000614,0.000614,0.000614
37,235.485,1.40117,3.49351,0.88511,0,0,0,0,2.80571,9.60852,1.19489,0.0005744,0.0005744,0.0005744
38,241.655,1.0714,2.55326,0.90416,0,0,0,0,2.80571,9.60852,1.19489,0.0005348,0.0005348,0.0005348
39,247.393,1.62943,3.96724,0.9516,0,0,0,0,2.80571,9.60852,1.19489,0.0004952,0.0004952,0.0004952
40,253.523,1.57254,6.47885,1.027,0,0,0,0,2.98315,9.41465,1.20805,0.0004556,0.0004556,0.0004556
41,259.662,1.21186,3.53728,1.03444,0,0,0,0,2.98315,9.41465,1.20805,0.000416,0.000416,0.000416
42,265.787,1.08508,4.58713,0.95746,0,0,0,0,2.98315,9.41465,1.20805,0.0003764,0.0003764,0.0003764
43,273.023,1.75885,6.14506,0.86009,0,0,0,0,2.98315,9.41465,1.20805,0.0003368,0.0003368,0.0003368
44,282.471,1.0432,3.20353,0.94307,0,0,0,0,2.98315,9.41465,1.20805,0.0002972,0.0002972,0.0002972
45,290.118,1.05829,3.15532,0.88661,0,0,0,0,3.09458,8.86267,1.22011,0.0002576,0.0002576,0.0002576
46,296.759,0.959,5.27276,0.77829,0,0,0,0,3.09458,8.86267,1.22011,0.000218,0.000218,0.000218
47,302.552,0.95927,3.43559,0.85264,0,0,0,0,3.09458,8.86267,1.22011,0.0001784,0.0001784,0.0001784
48,309.233,1.13146,3.17096,0.93413,0,0,0,0,3.09458,8.86267,1.22011,0.0001388,0.0001388,0.0001388
49,316.524,2.24024,10.8046,1.16941,0,0,0,0,3.09458,8.86267,1.22011,9.92e-05,9.92e-05,9.92e-05
50,322.791,1.39912,6.27861,0.85856,0,0,0,0,3.0948,9.02762,1.19239,5.96e-05,5.96e-05,5.96e-05
